Name,Price,Vin Number,Vehicle Summary,Top features & Specs
2018 Jeep Wrangler JK,"$38,499",1C4BJWDG6JL885143,"37,272 miles, automatic transmission, four wheel drive, 16 city / 21 hwy, 5 Seats","Navigation System, Remote Keyless Entry, Handsfree/Bluetooth Integration, Subwoofer, Collision Warning System, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, Trailer Wiring"
2018 Ram 1500,"$41,000",1C6RR7PT2JS127691,"58,137 miles, automatic transmission, four wheel drive, 395 horsepower, gas engine, 15 city / 21 hwy, 5'7” bed length, 5 Seats","Cooled Driver Seat, Heated Driver Seat, Heated Steering Wheel, Keyless Entry, Navigation, Power Driver Seat, Rain Sensing Wipers, Remote Engine Start, Seat Memory, Steering Wheel Controls, iPod/MP3 Input, Premium Sound System, Smart Device Integration, WiFi Hotspot, Brake Assist, Electronic Stability Control, Tire Pressure Monitoring System, Bi-Function Halogen Projector Headlamps, Heated Mirrors, Integrated Turn Signal Mirrors, Trailer Hitch"
2020 Chevrolet Suburban,"$46,999",1GNSKHKCXLR115544,"68,142 miles, automatic transmission, four wheel drive, 355 horsepower, flex-fuel (FFV) engine, 14 city / 21 hwy, 8 Seats","110-volt| Cruise control, Front passenger 6-way power, Remote Keyless Entry-activated illuminated entry, Android Auto capability, Apple CarPlay"
2018 Buick Encore,"$17,999",KL4CJASB3JB539503,"49,473 miles, automatic transmission, front wheel drive, 138 horsepower, gas engine, 25 city / 33 hwy, 5 Seats","Remote Keyless Entry, Steering Wheel Controls, Android Auto, Apple Carplay, Smart Device Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, All-Season Tires, Halogen Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2019 Kia Optima,"$25,499",5XXGW4L27KG310259,"24,017 miles, automatic transmission, front wheel drive, 245 horsepower, gas engine, 21 city / 30 hwy, 5 Seats","Adaptive Cruise Control, Heated Seats, Heated Steering Wheel, Keyless Ignition, Navigation System, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Harman/Kardon Sound System, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, LED Fog Lights, Turbocharger"
2019 Dodge Charger,"$24,499",2C3CDXBGXKH720719,"50,047 miles, automatic transmission, rear wheel drive, 292 horsepower, gas engine, 19 city / 30 hwy, 5 Seats","8-Way Power Driver Seat, Remote Engine Start, Steering Wheel Controls and Voice Activation, Uconnect w/Bluetooth Wireless Phone Connectivity, Airbag Occupancy Sensor, Brake Assist, ESC And Roll Stability Control, ParkSense Rear Parking Sensors, Tire Specific Low Tire Pressure Warning, Off Projector Beam Halogen Daytime Running Headlamps w, Towing Equipment -inc: Trailer Sway Control"
2019 Ford Mustang,"$31,590",1FA6P8TH1K5197326,"8,235 miles, manual transmission, rear wheel drive, 21 city / 31 hwy, 4 Seats","Push Button Start, Tilt & Telescoping Wheel, LED Headlamps"
2019 Volkswagen Jetta,"$20,999",3VWCB7BU3KM262916,"27,602 miles, automatic transmission, front wheel drive, 147 horsepower, gas engine, 30 city / 40 hwy, 5 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors"
2013 Volkswagen Beetle,"$16,990",3VWJP7AT1DM681934,"40,938 miles, automatic transmission, front wheel drive, 170 horsepower, gas engine, 22 city / 29 hwy, 4 Seats","Heated Seats, Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Control"
2019 Toyota Tundra,"$49,990",5TFAY5F16KX847447,"29,900 miles, automatic transmission, four wheel drive, 381 horsepower, gas engine, 13 city / 17 hwy, 5'7” bed length, 5 Seats","Dynamic Cruise Control, Heated & Ventilated Seats, Keyless Entry, Navigation System, Tilt & Telescoping Wheel, Bluetooth Wireless, Entune Premium JBL Sound, Active Traction Control, Blind-Spot Monitor, F&R Parking Sensors, Fog Lights, Towing Pkg"
2019 Volkswagen Jetta,"$17,499",3VWC57BU8KM042016,"34,582 miles, automatic transmission, front wheel drive, 147 horsepower, gas engine, 30 city / 40 hwy, 5 Seats","Remote Keyless Entry, Steering Wheel Controls, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors"
2019 Chevrolet Silverado 1500,"$45,999",3GCPYFED3KG161673,"48,272 miles, automatic transmission, four wheel drive, 355 horsepower, gas engine, 15 city / 20 hwy, 5'10” bed length, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Ignition, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Front Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Trailer Brake Controller, Turn Signal Mirrors"
2016 Ford Flex,"$17,995",2FMHK6D89GBA03354,"117,121 miles, automatic transmission, all wheel drive, 287 horsepower, gas engine, 16 city / 22 hwy, 7 Seats","Heated Front Seat(s), Keyless Entry, Multi-Zone A/C, Navigation System, Power Driver Seat, Power Liftgate, Rain Sensing Wipers, Remote Engine Start, Seat Memory, Steering Wheel Audio Controls, Auxiliary Audio Input, Premium Sound System, Smart Device Integration, Blind Spot Monitor, Brake Assist, Rear Parking Aid, Security System, Stability Control, Tire Pressure Monitor, All Wheel Drive, Heated Mirrors, HID headlights"
2018 Mazda CX-5,"$22,999",JM3KFADM8J0321299,"42,656 miles, automatic transmission, front wheel drive, 187 horsepower, gas engine, 25 city / 31 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Navigation System, Power Liftgate, Rain-Sensing Wipers, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Aux Audio Adapter, Smart Device Integration, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Adaptive Headlights, Heated Mirrors, Turn Signal Mirrors"
2017 Honda Civic,"$18,999",19XFC1F34HE027598,"46,777 miles, automatic transmission, front wheel drive, 174 horsepower, gas engine, 32 city / 42 hwy, 5 Seats","Heated Seats, Keyless Ignition, Remote Start, Steering Wheel Controls, Smart Device Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors"
2016 Lexus IS 200t,"$26,499",JTHBA1D23G5025669,"42,522 miles, automatic transmission, rear wheel drive, 241 horsepower, gas engine, 22 city / 33 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Entry, Navigation System, Steering Wheel Controls, Handsfree/Bluetooth Integration, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2019 GMC Terrain,"$27,999",3GKALTEX9KL129951,"24,606 miles, automatic transmission, all wheel drive, 252 horsepower, gas engine, 24 city / 28 hwy, 5 Seats","Navigation System, Power Liftgate, Remote Keyless Entry, Steering Wheel Controls, Android Auto, Apple Carplay, Smart Device Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails"
2018 Chevrolet Traverse,"$31,499",1GNEVGKW7JJ227173,"40,110 miles, automatic transmission, all wheel drive, 305 horsepower, gas engine, 17 city / 25 hwy, 7 Seats","Heated Seats, Multi-Zone Climate Control, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear-View Camera, Tire Pressure Monitoring System, Automatic Headlights, Roof Rails, Turn Signal Mirrors"
2018 Volkswagen Tiguan,"$23,499",3VV2B7AX5JM142478,"33,225 miles, automatic transmission, all wheel drive, 184 horsepower, gas engine, 21 city / 27 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Remote Keyless Entry, Steering Wheel Controls, Aux Audio Adapter, Smart Device Integration, Blind Spot Monitor, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2015 Ford Mustang,"$30,990",1FA6P8CF2F5361378,"58,845 miles, manual transmission, rear wheel drive, 15 city / 25 hwy, 4 Seats","Cooled Seats, Heated Seats, Keyless Entry, Navigation System, Tilt & Telescoping Wheel, Parking Sensors, Fog Lights"
2016 MINI Cooper,"$20,990",WMWXP7C5XG3B92997,"40,142 miles, manual transmission, front wheel drive, 24 city / 34 hwy, 4 Seats","Dynamic Cruise Control, Keyless Entry, Tilt & Telescoping Wheel, Bluetooth Wireless, Dynamic Traction Control, Fog Lights, Premium Wheels"
2016 Toyota 4Runner,"$38,499",JTEBU5JR9G5287841,"44,372 miles, automatic transmission, four wheel drive, 270 horsepower, gas engine, 17 city / 21 hwy, 5 Seats","Heated Seats, Keyless Entry, Navigation System, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear-View Camera, Stability Control, Fog Lights, Roof Rails, Trailer Wiring"
2019 Ford Edge,"$28,990",2FMPK4K91KBB56296,"40,833 miles, automatic transmission, all wheel drive, 245 horsepower, gas engine, 21 city / 28 hwy, 5 Seats","Adaptive Cruise Control, Heated Seats, Keyless Entry, Navigation System, Power Liftgate Release, Tilt & Telescoping Wheel, Bang & Olufsen Premium Sound, Bluetooth Wireless, LED Headlamps"
2014 Cadillac Escalade,"$29,999",1GYS3BEF5ER241462,"76,461 miles, automatic transmission, rear wheel drive, 403 horsepower, flex-fuel (FFV) engine, 14 city / 18 hwy, 7 Seats","memory| Seats, low| Bluetooth, Individual tire pressure, Headlamps  Twilight Sentinel"
2019 GMC Sierra 1500 Limited,"$34,999",2GTV2MECXK1100219,"19,914 miles, automatic transmission, four wheel drive, 355 horsepower, gas engine, 15 city / 21 hwy, 6'7” bed length, 6 Seats","Power Doors, Remote Keyless Entry, Steering Wheel Controls, Aux Audio Adapter, Smart Device Integration, Wi-Fi Hotspot, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Premium Wheels, Trailer Hitch"
2020 Chevrolet Bolt EV,"$25,999",1G1FY6S01L4116476,"9,611 miles, direct drive transmission, front wheel drive, 200 horsepower, electric engine, 127 city / 108 hwy, 259mi electric range, 10hr charge time, 5 Seats","Auto Climate Control, Heated Seats, Heated Steering Wheel, Power Liftgate, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors"
2019 Volkswagen Jetta,"$17,499",3VWC57BU9KM075462,"45,117 miles, automatic transmission, front wheel drive, 147 horsepower, gas engine, 30 city / 40 hwy, 5 Seats","Remote Keyless Entry, Steering Wheel Controls, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turbocharger"
2018 Ford Explorer,"$27,999",1FM5K7B89JGB40435,"12,733 miles, automatic transmission, front wheel drive, 17 city / 24 hwy, 7 Seats","Remote Keyless Entry, Steering Wheel Controls, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors"
2018 Toyota C-HR,"$20,999",NMTKHMBX8JR022019,"45,368 miles, automatic transmission, front wheel drive, 144 horsepower, gas engine, 27 city / 31 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Collision Warning System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Halogen Headlights, Roof Rail Crossbars, Turn Signal Mirrors"
2021 Lexus GX 460,"$66,999",JTJGM7BX3M5286888,"16,813 miles, automatic transmission, four wheel drive, 301 horsepower, gas engine, 15 city / 19 hwy, 7 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Keyless Ignition, Remote Start, Seat Memory, Steering Wheel Controls, Mark Levinson Sound System, Parking Sensors, Rear-View Camera, Fog Lights, Roof Rails, Trailer Hitch"
2020 Mercedes-Benz GLC-Class,"$36,590",WDC0G8DB0LF726040,"33,929 miles, automatic transmission, rear wheel drive, 255 horsepower, gas engine, 22 city / 29 hwy, 5 Seats","Heated Seats, Power Liftgate Release, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Electronic Stability Control, LED Headlamps"
2016 Honda CR-V,"$17,999",3CZRM3H58GG704640,"76,105 miles, automatic transmission, front wheel drive, 185 horsepower, gas engine, 26 city / 33 hwy, 5 Seats","Heated Seats, No pressure, Stability Control, Automatic Headlights"
2019 Honda CR-V,"$27,999",5J6RW1H88KA036628,"24,764 miles, automatic transmission, front wheel drive, 190 horsepower, gas engine, 28 city / 34 hwy, 5 Seats","Adaptive Cruise Control, Heated Seats, Keyless Ignition, Power Liftgate, Steering Wheel Controls, Handsfree/Bluetooth Integration, Collision Warning System, Lane Departure Warning, No pressure, Rear-View Camera, Stability Control, Fog Lights"
2016 Ram 1500,"$28,499",1C6RR7MT7GS120586,"107,856 miles, automatic transmission, four wheel drive, 395 horsepower, gas engine, 15 city / 21 hwy, 5'7” bed length, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Trailer Hitch, Turn Signal Mirrors"
2017 Chevrolet Silverado 2500HD,"$52,990",1GC1KWEG0HF227737,"58,019 miles, automatic transmission, four wheel drive, 360 horsepower, flex-fuel (FFV) engine, 6'7” bed length, 6 Seats","Cooled Seats, Heated Seats, Keyless Entry, Navigation System, Tilt & Telescoping Wheel, Bluetooth Wireless, Fog Lights, Premium Wheels, Towing Pkg"
2020 Honda Passport,"$36,499",5FNYF7H93LB005003,"15,487 miles, automatic transmission, front wheel drive, 280 horsepower, gas engine, 20 city / 25 hwy, 5 Seats","Dual-Zone Climate Control, Keyless Entry, Navigation System, Power Liftgate, Rear Heated Seats, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Premium Sound System, Smart Device Integration, Wi-Fi Hotspot, Blind Spot Monitor, Collision Warning System, Front Parking Sensors, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2018 Honda Accord,"$26,499",1HGCV1F99JA121441,"28,392 miles, automatic transmission, front wheel drive, 192 horsepower, gas engine, 29 city / 35 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Entry, Navigation System, Steering Wheel Controls, Smart Device Integration, Head-Up Display, No pressure, Parking Sensors, Rear-View Camera, Stability Control, Automatic Headlights, Turn Signal Mirrors"
2020 GMC Yukon XL,"$53,999",1GKS2GKC3LR157125,"60,931 miles, automatic transmission, four wheel drive, 355 horsepower, gas engine, 14 city / 21 hwy, 8 Seats","Adaptive Cruise Control - Advanced, Remote Keyless Entry-activated illuminated entry, Steering wheel controls, (U42) rear seat entertainment system, Android Auto capability, Apple CarPlay, Auxiliary jack, Bose premium 9-speaker system, rear| Headlamps  halogen"
2018 INFINITI QX60,"$32,590",5N1DL0MN2JC505743,"72,013 miles, automatic transmission, front wheel drive, 295 horsepower, gas engine, 20 city / 27 hwy, 7 Seats","Cooled Seats, Heated Seats, Keyless Start, Navigation System, Power Liftgate Release, Tilt & Telescoping Wheel, Bluetooth Wireless, F&R Parking Sensors, Bi-HID Headlamps, Premium Wheels"
2019 Mazda CX-5,"$25,499",JM3KFACMXK1578199,"23,243 miles, automatic transmission, front wheel drive, 187 horsepower, gas engine, 25 city / 31 hwy, 5 Seats",No pressure
2019 Mazda 6,"$26,999",JM1GL1XY1K1507445,"37,545 miles, automatic transmission, front wheel drive, 227 horsepower, gas engine, 23 city / 31 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Steering Wheel, Navigation System, Rain-Sensing Wipers, Rear Heated Seats, Remote Keyless Entry, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Head-Up Display, Lane Departure Warning, Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Adaptive Headlights, Heated Mirrors, Turn Signal Mirrors"
2018 Buick Enclave,"$31,999",5GAEVAKW9JJ255340,"32,186 miles, automatic transmission, all wheel drive, 302 horsepower, gas engine, 17 city / 25 hwy, 7 Seats","Dual-Zone Climate Control, Heated Seats, Keyless Entry, Navigation System, Power Doors, Power Liftgate, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, No pressure, Stability Control, Heated Mirrors"
2017 Lincoln MKX,"$27,990",2LMPJ8LPXHBL30063,"72,038 miles, automatic transmission, all wheel drive, 335 horsepower, gas engine, 16 city / 23 hwy, 5 Seats","Keyless Start, Navigation System, Power Liftgate Release, Tilt & Telescoping Wheel, Bluetooth Wireless, Parking Sensors, HID Headlamps"
2020 Chevrolet Traverse,"$41,999",1GNEVJKW1LJ103626,"26,350 miles, automatic transmission, all wheel drive, 305 horsepower, gas engine, 17 city / 25 hwy, 7 Seats","Adaptive Cruise Control, Auto Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry, Navigation System, Power Liftgate, Remote Start, Steering Wheel Controls, Three-Zone Climate Control, Wi-Fi Hotspot, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear Parking Sensors, Stability Control, Tire Pressure Monitoring System, All-Season Tires, Automatic Headlights, Heated Mirrors, Roof Rails, Trailer Hitch, Turn Signal Mirrors"
2020 Chrysler Pacifica,"$29,999",2C4RC1FGXLR143377,"61,994 miles, automatic transmission, front wheel drive, 287 horsepower, gas engine, 19 city / 28 hwy, 8 Seats","Aux Audio Input Jack  Steering Wheel Controls, GPS Navigation, Remote Engine, Auxiliary Rear Heater, Airbag Occupancy, Brake Assist, Off Projector Beam Halogen Daytime Running Headlamps w"
2018 Jeep Grand Cherokee,"$23,999",1C4RJEAG7JC253104,"75,639 miles, automatic transmission, rear wheel drive, 19 city / 26 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Keyless Entry, Steering Wheel Controls, Apple Carplay, Handsfree/Bluetooth Integration, Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Fog Lights, Roof Rails, Trailer Hitch"
2019 Jeep Cherokee,"$23,999",1C4PJMDX9KD412441,"60,557 miles, automatic transmission, four wheel drive, 271 horsepower, gas engine, 19 city / 27 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Heated Steering Wheel, Keyless Entry, Power Liftgate, Remote Start, Seat Memory, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Roof Rails"
2018 Cadillac ATS,"$25,990",1G6AF5SX3J0131101,"41,067 miles, automatic transmission, all wheel drive, 272 horsepower, gas engine, 22 city / 30 hwy, 5 Seats","ABS (4-Wheel), AM/FM/HD Radio, Air Conditioning, Alarm System, Alloy Wheels, Backup Camera, Bluetooth Wireless, Cruise Control, Daytime Running Lights, Dual Air Bags, Dual Power Seats, Electric Power Steering, F&R Head Curtain Air Bags, F&R Park Assist, Heated Seats, Keyless Entry, Knee Air Bags, Navigation System, Power Door Locks, Power Trunk Release"
2019 Nissan Rogue,"$19,999",5N1AT2MV6KC798336,"53,853 miles, automatic transmission, all wheel drive, 170 horsepower, gas engine, 25 city / 32 hwy, 5 Seats","Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, Automatic Headlights"
2015 Chevrolet Tahoe,"$39,990",1GNSKBKC9FR606107,"61,488 miles, automatic transmission, four wheel drive, 355 horsepower, flex-fuel (FFV) engine, 16 city / 22 hwy, 8 Seats","Heated Seats, Keyless Start, Navigation System, Power Liftgate Release, Bluetooth Wireless, Parking Sensors, Fog Lights, Premium Wheels, Roof Rack"
2017 INFINITI QX80,"$41,590",JN8AZ2NE0H9151670,"48,254 miles, automatic transmission, four wheel drive, 400 horsepower, gas engine, 13 city / 19 hwy, 7 Seats","Heated Seats, Keyless Entry, Navigation System, Power Liftgate Release, Remote Engine Start, Tilt & Telescoping Wheel, Bluetooth Wireless, F&R Parking Sensors, Lane Departure Warning, Fog Lights"
2016 Honda Accord,"$20,999",1HGCR2F64GA078748,"30,181 miles, automatic transmission, front wheel drive, 189 horsepower, gas engine, 26 city / 35 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Steering Wheel Controls, Aux Audio Adapter, Handsfree/Bluetooth Integration, No pressure, Rear-View Camera, Fog Lights"
2020 Dodge Grand Caravan,"$25,999",2C4RDGEG1LR189228,"68,423 miles, automatic transmission, front wheel drive, 283 horsepower, gas engine, 17 city / 25 hwy, 7 Seats","8-Way Power Passenger Seat, Remote Engine, Auxiliary Rear Heater, Bluetooth Wireless Phone, Brake Assist, Low Tire Pressure, Halogen Daytime Running Headlamps w, Trailer Sway"
2018 Mercedes-Benz GLA-Class,"$28,999",WDCTG4EB4JJ468538,"40,079 miles, automated manual transmission, front wheel drive, 208 horsepower, gas engine, 24 city / 33 hwy, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Power Liftgate, Rain-Sensing Wipers, Remote Keyless Entry, Remote Start, Seat Memory, Steering Wheel Controls, Android Auto, Apple Carplay, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rails, Turn Signal Mirrors"
2016 Toyota 4Runner,"$33,999",JTEBU5JR1G5334120,"48,076 miles, automatic transmission, four wheel drive, 270 horsepower, gas engine, 17 city / 21 hwy, 5 Seats","Keyless Entry, Navigation System, Premium Sound System, Smart Device Integration, No pressure, Rear-View Camera, Stability Control, Fog Lights, Roof Rails, Trailer Wiring"
2018 Ford F-150,"$38,499",1FTEW1E5XJKC95404,"43,107 miles, automatic transmission, four wheel drive, 18 city / 23 hwy, 5'7” bed length, 6 Seats","Remote Start, Steering Wheel Controls, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Trailer Hitch, Turn Signal Mirrors"
2019 Lexus RX 350,"$40,990",2T2BZMCA9KC193893,"17,246 miles, automatic transmission, all wheel drive, 295 horsepower, gas engine, 19 city / 26 hwy, 5 Seats","Dynamic Radar Cruise Control, Navigation System, Power Liftgate Release, Push Button Start, Tilt & Telescoping Wheel, Bluetooth Wireless, Blind-Spot Monitor, Parking Assist, Stability Control, Fog Lights"
2016 BMW i3,"$20,499",WBY1Z4C50GV506206,"25,859 miles, direct drive transmission, rear wheel drive, 170 horsepower, electric engine, 4 Seats","Auto Climate Control, Heated Seats, Navigation System, Rain-Sensing Wipers, Remote Keyless Entry, Steering Wheel Controls, Harman/Kardon Sound System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Turn Signal Mirrors"
2018 Honda Accord,"$20,999",1HGCV1F36JA034852,"97,441 miles, automatic transmission, front wheel drive, 192 horsepower, gas engine, 29 city / 35 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Keyless Entry, Steering Wheel Controls, Android Auto, Apple Carplay, Aux Audio Adapter, Smart Device Integration, Lane Departure Warning, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
,,,,
2019 Jeep Grand Cherokee,"$30,590",1C4RJFAG2KC771550,"24,374 miles, automatic transmission, four wheel drive, 295 horsepower, gas engine, 18 city / 25 hwy, 5 Seats",
2016 Volkswagen Golf GTI,"$22,999",3VW447AU5GM007191,"46,733 miles, automated manual transmission, front wheel drive, 220 horsepower, gas engine, 25 city / 33 hwy, 5 Seats","Keyless Entry, Rain-Sensing Wipers, Rear Heated Seats, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Turn Signal Mirrors"
2018 Subaru Outback,"$29,499",4S4BSANCXJ3394453,"20,931 miles, automatic transmission, all wheel drive, 175 horsepower, gas engine, 25 city / 32 hwy, 5 Seats","Adaptive Cruise Control, Dual-Zone Climate Control, Keyless Entry, Navigation System, Rear Heated Seats, Steering Wheel Controls, Harman/Kardon Sound System, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, Halogen Headlights, Turn Signal Mirrors"
2017 Chevrolet Silverado 1500,"$28,999",3GCPCREC1HG102010,"75,715 miles, automatic transmission, rear wheel drive, 355 horsepower, gas engine, 18 city / 24 hwy, 5'9” bed length, 6 Seats","Auto Climate Control, Dual-Zone Climate Control, Remote Keyless Entry, Remote Start, Steering Wheel Controls, Handsfree/Bluetooth Integration, Premium Sound System, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights"
2020 Nissan Altima,"$22,499",1N4BL4CV2LC115366,"55,276 miles, automatic transmission, front wheel drive, 188 horsepower, gas engine, 27 city / 37 hwy, 5 Seats","Heated Seats, Passive Keyless Entry, Remote Start, Steering Wheel Controls, Android Auto, Smart Device Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear Parking Sensors, Rear-View Camera, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Turn Signal Mirrors"
2019 Ford F-150,"$37,590",1FTEW1C58KFD08096,"16,224 miles, automatic transmission, rear wheel drive, 395 horsepower, flex-fuel (FFV) engine, 19 city / 25 hwy, 5'7” bed length, 6 Seats","Tilt & Telescoping Wheel, Towing Pkg"
2020 Hyundai Kona,"$23,999",KM8K2CAA7LU401131,"15,789 miles, automatic transmission, all wheel drive, 147 horsepower, gas engine, 26 city / 30 hwy, 5 Seats","Heated Seats, Keyless Ignition, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Blind Spot Monitor, Collision Warning System, Lane Departure Warning, Rear-View Camera, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors, Roof Rail Crossbars, Turn Signal Mirrors"
2017 Honda CR-V,"$17,999",2HKRW5H39HH401305,"107,448 miles, automatic transmission, front wheel drive, 184 horsepower, gas engine, 26 city / 32 hwy, 5 Seats","Keyless Entry, Steering Wheel Controls, Handsfree/Bluetooth Integration, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Automatic Headlights"
2016 Honda Civic,"$20,499",19XFC1F41GE024083,"35,570 miles, automatic transmission, front wheel drive, 174 horsepower, gas engine, 31 city / 42 hwy, 5 Seats","Adaptive Cruise Control, Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Remote Keyless Entry, Steering Wheel Controls, Stability Control, Tire Pressure Monitoring System, Automatic Headlights, Heated Mirrors"
2020 Chevrolet Silverado 1500,"$40,999",3GCPWDEK6LG228809,"19,816 miles, automatic transmission, rear wheel drive, 310 horsepower, gas engine, 20 city / 23 hwy, 5'10” bed length, 5 Seats","Auto Climate Control, Dual-Zone Climate Control, Heated Seats, Keyless Entry, Steering Wheel Controls, Android Auto, Apple Carplay, Handsfree/Bluetooth Integration, Wi-Fi Hotspot, Blind Spot Monitor, Front Parking Sensors, Rear-View Camera, Stability Control, Tire Pressure Monitoring System, Heated Mirrors, LED Fog Lights, Max Trailering Package, Turn Signal Mirrors"
